category,qid,ja_pageid,en_wiki,lat,lon,ja,en,zh,ko,fr,de,es,pt,it,nl,pl,ru,uk,hu,sv,tr,el,id,vi,th,bn,hi,ar,fa,ur,he
island,Q220982,252421,Tristan da Cunha,-37.15,-12.3,トリスタンダクーニャ,Tristan da Cunha,特里斯坦-达库尼亚,트리스탄다쿠냐 제도,Tristan da Cunha,Tristan da Cunha,Tristán de Acuña,Arquipélago de Tristão da Cunha,Tristan da Cunha,Tristan da Cunha,Tristan da Cunha,Тристан-да-Кунья,Трістан-да-Кунья,Tristan da Cunha,Tristan da Cunha,Tristan da Cunha,Τριστάν ντα Κούνια,Tristan da Cunha,Tristan da Cunha,ตริสตันดากูนยา,ট্রিস্টান ডা কুনহা,त्रिस्तान दा कून्हा,تريستان دا كونا,تریستان,ترسٹان دا کونیا,טריסטן דה קונה
island,Q131198,157812,Heard Island and McDonald Islands,-53.07833333333333,73.5075,ハード島とマクドナルド諸島,Heard Island and McDonald Islands,赫德島和麥克唐納群島,허드 맥도널드 제도,îles Heard-et-MacDonald,Heard und McDonaldinseln,Islas Heard y McDonald,Ilha Heard e Ilhas McDonald,Isole Heard e McDonald,Heard en McDonaldeilanden,Wyspy Heard i McDonalda,Остров Херд и острова Макдональд,Острів Герд і острови Макдональд,Heard-sziget és McDonald-szigetek,Heard- och McDonaldöarna,Heard Adası ve McDonald Adaları,Νήσοι Χερντ και Μακντόναλντ,Pulau Heard dan Kepulauan McDonald,Đảo Heard và quần đảo McDonald,เกาะเฮิร์ดและหมู่เกาะแมกดอนัลด์,হার্ড দ্বীপ এবং ম্যাকডোনাল্ড দ্বীপপুঞ্জ,हर्ड द्वीप और मैकडोनाल्ड द्वीप,جزيرة هيرد وجزر ماكدونالد,جزیره هرد و جزایر مک‌دونالد,جزیرہ ہرڈ و جزائر مکڈونلڈ,האי הרד ואיי מקדונלד
island,Q161258,161127,Clipperton Island,10.293888888889,-109.21722222222,クリッパートン島,Clipperton Island,克利珀頓島,클리퍼턴섬,La Passion–Clipperton,Clipperton-Insel,Isla Clipperton,Ilha de Clipperton,Isola Clipperton,Clipperton,Wyspa Clippertona,Клиппертон,Кліппертон,Clipperton-sziget,Clippertonön,Clipperton Adası,Νήσος Κλίπερτον,Pulau Clipperton,Clipperton,เกาะกลีแปร์ตอน,ক্লিপারটন দ্বীপপুঞ্জ,क्लिपरटन द्वीप,جزيرة كليبرتون,جزیره کلیپرتون,جزیرہ کلپرٹن,קליפרטון
island,Q25362,343863,Saint Barthélemy,17.897728,-62.8342438,サン・バルテルミー島,Saint Barthélemy,聖巴泰勒米,생바르텔레미,Saint-Barthélemy,Saint-Barthélemy,San Bartolomé,São Bartolomeu,Saint-Barthélemy,Saint-Barthélemy,Saint-Barthélemy,Сен-Бартелеми,Сен-Бартельмі,Saint-Barthélemy,Saint-Barthélemy,Saint Barthélemy,Άγιος Βαρθολομαίος,Saint-Barthélemy,Saint-Barthélemy,แซ็ง-บาร์เตเลมี,সেন্ট-বার্থেলেমি,सेंट बार्थेलेमी,سان بارتيلمي,سنت بارثلمی,سینٹ بارتھیملے,סן ברתלמי
island,Q1137202,237258,South Georgia,-54.316666666667,-36.65,サウスジョージア島,South Georgia,南喬治亞島,사우스조지아섬,île de Géorgie du Sud,Südgeorgien,San Pedro (Georgia del Sur),Geórgia do Sul,Georgia del Sud,Zuid-Georgia,Georgia Południowa,Южная Георгия,Південна Георгія,Déli-Georgia,Sydgeorgien,Güney Georgia Adası,,Georgia Selatan (pulau),Đảo Nam Georgia,เกาะเซาท์จอร์เจีย,,,جزيرة جورجيا الجنوبية,جزیره جورجیای جنوبی,جنوبی جارجیا (جزیرہ),ג'ורג'יה הדרומית
island,Q23408,160370,Bouvet Island,-54.42,3.36,ブーベ島,Bouvet Island,布韦岛,부베섬,île Bouvet,Bouvetinsel,Isla Bouvet,Ilha Bouvet,isola Bouvet,Bouveteiland,Wyspa Bouveta,Остров Буве,Буве,Bouvet-sziget,Bouvetön,Bouvet Adası,Μπουβέ,Pulau Bouvet,Đảo Bouvet,เกาะบูเว,বোভেত দ্বীপ,बूवे द्वीप,جزيرة بوفيه,جزیره بووه,جزیرہ بووہ,בובה
island,Q131347,4125,Oʻahu,21.485,-157.965,オアフ島,Oahu,歐胡島,오아후섬,Oahu,Oʻahu,Oahu,Oahu,Oahu,Oahu,O'ahu,Оаху,Оаху,Oahu,Oahu,Oahu,Οάχου,Oahu,Oahu,เกาะโอวาฮู,,ओहाऊ,أواهو، هاواي,اوآهو,اوآہو,אואהו
island,Q14452,270638,Easter Island,-27.12,-109.35,イースター島,Easter Island,復活節島,이스터섬,île de Pâques,Osterinsel,Isla de Pascua,Ilha de Páscoa,Isola di Pasqua,Paaseiland,Wyspa Wielkanocna,остров Пасхи,Острів Пасхи,Húsvét-sziget,Påskön,Paskalya Adası,Νησί του Πάσχα,Pulau Paskah,Đảo Phục Sinh,เกาะอีสเตอร์,ইস্টার দ্বীপ,ईस्टर द्वीप,جزيرة القيامة,جزیره ایستر,جزیرہ ایسٹر,אי הפסחא
island,Q1427436,1025148,Chatham Island,-43.91,-176.49,チャタム島,Chatham Island,查塔姆島,채텀섬,île Chatham,Chatham Island,Isla Chatham,Ilha Chatham,isola Chatham,Chatham Island,Wyspa Chatham,Чатем,Чатем,,Chatham Island,Chatham Adası,Νησί Τσάταμ,Pulau Chatham,Đảo Chatham,,,,,جزیره چاتام,,
island,Q1047492,8716,Minamitorishima,24.286666666667,153.98055555556,南鳥島,Minamitorishima,南鳥島,미나미토리섬,île Minamitori,Minami-Torishima,Minami Torishima,Minamitorishima,Minami Torishima,Minamitorishima,Minami Tori-shima,Минамитори,Острів Мінамі-Торішіма,,Minami-Torishima,Minami Torishima,Μινάμι-Τόρι-σίμα,,Minamitorishima,มินามิโทริชิมะ,,,مينامي-توري-شيما,مینامی-توری-شیما,مینامی توری شیما,
island,Q201633,49441,Iwo Jima,24.78,141.32,硫黄島 (東京都),Iwo Jima,硫磺岛,이오섬,Iwo Jima,Iwojima,Iōtō,Iwo Jima,Iwo Jima,Iwo Jima,Iwo Jima,Ио,Іото,,Iwo Jima,Iwo Jima,Ίβο Τζίμα,Iwo Jima,Đảo Iō,อิโวะจิมะ,ইয়ো জিমা,,إيو جيما,ایووجیما,,איוו ג'ימה
island,Q29151,102269,Jeju Island,33.38,126.55,済州島,Jeju Island,济州岛,제주도,île de Jeju,Jejudo,Jeju,Jeju,Isola di Jeju,Jeju,Czedżu,Чеджудо,Острів Чеджу,Csedzsu-sziget,Jeju,Jejudo,Νησί Τζέτζου,Pulau Jeju,Đảo Jeju,จังหวัดปกครองตนเองพิเศษเชจู,চেজু দ্বীপ,जेजू द्वीप,جزيرة جيجو,ججودو,جینودو,צ'ג'ו
island,Q600614,29475,Okinawa Island,26.483333333333,127.95,沖縄本島,Okinawa,沖繩島,오키나와섬,Okinawa,Okinawa Hontō,Isla de Okinawa,Okinawa,isola di Okinawa,Okinawa,Okinawa,Окинава,Острів Окінава,Okinava,Okinawa,Okinawa Adası,Οκινάουα,Pulau Okinawa,Okinawa,เกาะโอกินาวะ,,,جزيرة أوكيناوا,جزیره اوکیناوا,جزیرہ اوکیناوا,אוקינאווה
island,Q998623,19514,Sado Island,38.0675,138.3975,佐渡島,Sado Island,佐渡岛,사도가섬,île de Sado,Sado,Isla Sado,,isola di Sado,Sado,Sado,Садо,Садо,,Sado,Sado Adası,,Pulau Sado,,,,,,,,סאדו
island,Q504373,6120,Awaji Island,34.383333333333,134.83333333333,淡路島,Awaji Island,淡路島,아와지섬,île d'Awaji,Awaji-shima,Isla Awaji,Ilha Awaji,isola Awaji,Awaji,Awaji,Авадзи,Авадзі,,Awaji,Awaji Adası,Αβάτζι,Awaji,Awaji,เกาะอาวาจิ,আয়াজি দ্বীপ,अवाजी द्वीप,أواجي,جزیره آواجی,,אוואג'י
island,Q697278,105958,Amami Ōshima,28.283333333333,129.36666666667,奄美大島,Amami Ōshima,奄美大島,아마미오섬,Amami-ōshima,Amami-Ōshima,Amami Oshima,Amami Ōshima,Amami Ōshima,Amami Ōshima,Amami-Ōshima,Осима,Амамі Ошіма,,Amami-Ōshima,Amami,Αμάμι Οσίμα,Amami Ōshima,Amami Ōshima,,,,أمامي أوشيما,آمامی اوشیما,,אממי אושימה
island,Q242176,14931,Yakushima,30.358611111111,130.52861111111,屋久島,Yakushima,屋久島,야쿠섬,Yakushima,Yakushima,Yakushima,Yakushima,Yakushima,Yakushima,Yakushima,Якусима,Якушіма,Jakusima,Yakushima,Yakuşima,Γιακουσίμα,Yakushima,Yakushima,ยากูชิมะ,,,ياكوشيما,یاکوشیما,,יקושימה
island,Q696228,1211279,Tanegashima,30.573888888889,130.98111111111,種子島,Tanegashima,種子島,다네가섬,île Tanega,Tanegashima,Tanegashima,Tanegashima,Tanegashima,Tanegashima,Tanegashima,Танегасима,Танегашіма,,Tanega-shima,Tanegashima,,Tanegashima,Tanegashima,ทาเนงาชิมะ,,,,تانه‌گاشیما,,טנגשימה
island,Q47863,202419,Midway Atoll,28.2075,-177.35,ミッドウェー島,Midway Atoll,中途島,미드웨이 환초,îles Midway,Midwayinseln,Islas Midway,Atol Midway,Atollo di Midway,Midway,Midway,Мидуэй,Мідвей,Midway-atoll,Midwayöarna,Midway Adası,Ατόλλη Μίντγουαιη,Atol Midway,Đảo san hô vòng Midway,มิดเวย์อะทอลล์,মিডওয়ে,मिडवे,جزر ميدواي,جزیره مرجانی میدوی,جزیرہ مڈوے,אטול מידוויי
islands,Q185018,290635,Franz Josef Land,80.566666666667,54.783333333333,ゼムリャフランツァヨシファ,Franz Josef Land,法兰士约瑟夫地群岛,제믈랴프란차이오시파 제도,Terre François-Joseph,Franz-Josef-Land,Tierra de Francisco José,Terra de Francisco José,Terra di Francesco Giuseppe,Frans Jozefland,Ziemia Franciszka Józefa,Земля Франца-Иосифа,Земля Франца-Йосифа,Ferenc József-föld,Frans Josefs land,Franz Josef Toprakları,Γη του Φραγκίσκου Ιωσήφ,Daratan Franz Josef,Zemlya Frantsa-Iosifa,ฟรานซ์โจเซฟแลนด์,,फ़्रांज़ योसेफ़ द्वीपसमूह,أرخبيل فرنسوا جوزيف,مجمع‌الجزایر فرانز جوزف,,ארץ פרנץ יוזף
islands,Q35086,233535,South Georgia and the South Sandwich Islands,-54.25,-36.75,サウスジョージア・サウスサンドウィッチ諸島,South Georgia and the South Sandwich Islands,南乔治亚和南桑威奇群岛,사우스조지아 사우스샌드위치 제도,Géorgie du Sud-et-les Îles Sandwich du Sud,Südgeorgien und die Südlichen Sandwichinseln,Islas Georgias del Sur y Sandwich del Sur,Ilhas Geórgia do Sul e Sandwich do Sul,Georgia del Sud e isole Sandwich meridionali,Zuid-Georgia en de Zuidelijke Sandwicheilanden,Georgia Południowa i Sandwich Południowy,Южная Георгия и Южные Сандвичевы острова,Південна Джорджія і Південні Сандвічеві Острови,Déli-Georgia és Déli-Sandwich-szigetek,Sydgeorgien och Sydsandwichöarna,Güney Georgia ve Güney Sandwich Adaları,Νήσοι Νότια Γεωργία και Νότιες Σάντουιτς,Georgia Selatan dan Kepulauan Sandwich Selatan,Nam Georgia và Quần đảo Nam Sandwich,เกาะเซาท์จอร์เจียและหมู่เกาะเซาท์แซนด์วิช,দক্ষিণ জর্জিয়া ও দক্ষিণ স্যন্ডউইচ দ্বীপপুঞ্জ,दक्षिण जॉर्जिया एवं दक्षिण सैंडविच द्वीप समूह,جورجيا الجنوبية وجزر ساندويتش الجنوبية,جزایر جورجیای جنوبی و ساندویچ جنوبی,جنوبی جارجیا و جزائر جنوبی سینڈوچ,איי ג'ורג'יה הדרומית ואיי סנדוויץ' הדרומיים
islands,Q23635,69377,Bermuda,32.32,-64.74,バミューダ諸島,Bermuda,百慕大,버뮤다,Bermudes,Bermuda,Bermudas,Bermudas,Bermuda,Bermuda,Bermudy,Бермудские Острова,Бермудські острови,Bermuda,Bermuda,Bermuda,Βερμούδες,Bermuda,Bermuda,เบอร์มิวดา,বারমুডা,बरमूडा,برمودا,برمودا,برمودا,ברמודה
islands,Q131198,157812,Heard Island and McDonald Islands,-53.07833333333333,73.5075,ハード島とマクドナルド諸島,Heard Island and McDonald Islands,赫德島和麥克唐納群島,허드 맥도널드 제도,îles Heard-et-MacDonald,Heard und McDonaldinseln,Islas Heard y McDonald,Ilha Heard e Ilhas McDonald,Isole Heard e McDonald,Heard en McDonaldeilanden,Wyspy Heard i McDonalda,Остров Херд и острова Макдональд,Острів Герд і острови Макдональд,Heard-sziget és McDonald-szigetek,Heard- och McDonaldöarna,Heard Adası ve McDonald Adaları,Νήσοι Χερντ και Μακντόναλντ,Pulau Heard dan Kepulauan McDonald,Đảo Heard và quần đảo McDonald,เกาะเฮิร์ดและหมู่เกาะแมกดอนัลด์,হার্ড দ্বীপ এবং ম্যাকডোনাল্ড দ্বীপপুঞ্জ,हर्ड द्वीप और मैकडोनाल्ड द्वीप,جزيرة هيرد وجزر ماكدونالد,جزیره هرد و جزایر مک‌دونالد,جزیرہ ہرڈ و جزائر مکڈونلڈ,האי הרד ואיי מקדונלד
islands,Q5785,207946,Cayman Islands,19.5,-80.5,ケイマン諸島,Cayman Islands,開曼群島,케이맨 제도,îles Caïmans,Cayman Islands,Islas Caimán,Ilhas Cayman,Isole Cayman,Kaaimaneilanden,Kajmany,Каймановы Острова,Кайманові острови,Kajmán-szigetek,Caymanöarna,Cayman Adaları,Νησιά Καϋμάν,Kepulauan Cayman,Quần đảo Cayman,หมู่เกาะเคย์แมน,কেইম্যান দ্বীপপুঞ্জ,केमन द्वीपसमूह,جزر كايمان,جزایر کیمن,جزائر کیمین,איי קיימן
islands,Q25231,192060,Svalbard,78.15706,15.86426,スヴァールバル諸島,Svalbard,斯瓦尔巴,스발바르 제도,Svalbard,Spitzbergen,Svalbard,Svalbard,Svalbard,Spitsbergen,Svalbard,Шпицберген,Шпіцберген,Spitzbergák,Svalbard,Svalbard,Αρχιπέλαγος Σβάλμπαρντ,Svalbard,Svalbard,สฟาลบาร์,স্ভালবার্দ,स्वालबार्ड,سفالبارد,سوالبارد,سوالبارد,סבאלברד
islands,Q669037,56619,West Indies,21.98333333,-79.03333333,西インド諸島,West Indies,西印度群岛,서인도 제도,grande région Caraïbe,Westindische Inseln,Indias Occidentales,Índias Ocidentais,Indie occidentali,West-Indië,Indie Zachodnie,Вест-Индия,Вест-Індія,Karib-térség,Västindien,Batı Hint Adaları,Δυτικές Ινδίες,Hindia Barat,Tây Ấn,หมู่เกาะเวสต์อินดีส,ওয়েস্ট ইন্ডিজ,पश्चिमी द्वीपसमूह,الهند الغربية,هند غربی,ویسٹ انڈیز,איי הודו המערבית
islands,Q85377,1331523,Arctic Archipelago,75,-90,北極諸島,Canadian Arctic Archipelago,北极群岛,북극 제도,archipel arctique canadien,kanadisch-arktischer Archipel,Archipiélago Ártico Canadiense,Arquipélago Ártico Canadiano,Arcipelago artico canadese,Canadese Arctische Eilanden,Archipelag Arktyczny,Канадский Арктический архипелаг,Канадський Арктичний архіпелаг,Kanadai északi sarkvidéki szigetek,Kanadas arktiska öar,Kanada Arktik Adaları,Καναδικό Αρκτικό Αρχιπέλαγος,Kepulauan Arktik,Quần đảo Bắc Cực thuộc Canada,กลุ่มเกาะอาร์กติกแคนาดา,,आर्कटिक द्वीपसमूह,أرخبيل القطب الشمالي الكندي,مجمع‌الجزایر قطبی کانادا,کینیڈین قطب شمالی مجموعہ الجزائر,הארכיפלג הארקטי הקנדי
islands,Q208643,1138005,Malay Archipelago,-2.080581841855006,126.54688694172819,マレー諸島,Malay Archipelago,马来群岛,말레이 제도,Insulinde,Malaiischer Archipel,Archipiélago malayo,Arquipélago malaio,arcipelago malese,Maleise archipel,Archipelag Malajski,Малайский архипелаг,Малайський архіпелаг,maláj szigetvilág,Malajiska arkipelagen,Malay takımadaları,Μαλαϊκό Αρχιπέλαγος,Kepulauan Melayu,Quần đảo Mã Lai,กลุ่มเกาะมลายู,মালয় দ্বীপপুঞ্জ,मलय द्वीपसमूह,أرخبيل الملايو,مجمع‌الجزایر مالایی,مالے مجموعہ الجزائر,הארכיפלג המלאי
islands,Q841337,1747190,Japanese archipelago,36,138,日本列島,Japanese archipelago,日本列島,일본 열도,archipel japonais,Japanischer Archipel,archipiélago japonés,Arquipélago japonês,,Japanese archipel,Wyspy Japońskie,Японский архипелаг,Японський архіпелаг,Japán-szigetek,Japanska övärlden,Japon Takımadaları,Αρχιπέλαγος της Ιαπωνίας,Kepulauan Jepang,quần đảo Nhật Bản,หมู่เกาะญี่ปุ่น,জাপান দ্বীপপুঞ্জ,जापानी द्वीपसमूह,الأرخبيل الياباني,مجمع‌الجزایر ژاپن,جاپانی مجموعہ الجزائر,ארכיפלג יפן
islands,Q252,100,Indonesia,-2,118,インドネシア,Indonesia,印度尼西亚,인도네시아,Indonésie,Indonesien,Indonesia,Indonésia,Indonesia,Indonesië,Indonezja,Индонезия,Індонезія,Indonézia,Indonesien,Endonezya,Ινδονησία,Indonesia,Indonesia,ประเทศอินโดนีเซีย,ইন্দোনেশিয়া,इंडोनेशिया,إندونيسيا,اندونزی,انڈونیشیا,אינדונזיה
islands,Q928,252152,Philippines,12,123,フィリピン,Philippines,菲律賓,필리핀,Philippines,Philippinen,Filipinas,Filipinas,Filippine,Filipijnen,Filipiny,Филиппины,Філіппіни,Fülöp-szigetek,Filippinerna,Filipinler,Φιλιππίνες,Filipina,Philippines,ประเทศฟิลิปปินส์,ফিলিপাইন,फ़िलीपीन्स,الفلبين,فیلیپین,فلپائن,הפיליפינים
islands,Q5363289,881690,Lucayan Archipelago,23.74,-75.37,バハマ諸島,Lucayan Archipelago,卢卡亚群岛,루케이언 제도,îles Lucayes,Lucayische Inseln,Archipiélago de las Lucayas,Arquipélago das Lucaias,Arcipelago delle Bahama,,Bahamy,Багамские острова,Багамські острови,,Lucayan-arkipelagen,Lucayan Adaları,Αρχιπέλαγος Λουκάγιαν,,Quần đảo Lucayan,กลุ่มเกาะลูคายัน,,,,مجمع‌الجزایر لوکایی,لوکای مجمع الجزائر,
islands,Q1050549,1877357,Thousand Islands,44.333333333333,-76,サウザンド諸島,Thousand Islands,千島群島,사우전드 제도,archipel des Mille-Îles,Thousand Islands,Islas Thousand,Ilhas Thousand,Thousand Islands,Thousand Islands,Tysiąc Wysp,Тысяча островов,Тисяча островів,Ezer sziget,Thousand Islands,,,Kepulauan Seribu,,หมู่เกาะเทาซันด์,,,ألف جزيرة,هزار جزیره,تھاؤزینڈ آئی لینڈز,אלף האיים
islands,Q186233,185969,Andaman Islands,12.5,92.75,アンダマン諸島,Andaman Islands,安达曼群岛,안다만 제도,îles Andaman,Andamanen,islas Andamán,Ilhas Andamão,Andamane,Andamanen,Andamany,Андаманские острова,Андаманські острови,,Andamanerna,Andaman Adaları,Νήσοι Ανταμάν,Andaman,Quần đảo Andaman,หมู่เกาะอันดามัน,আন্দামান দ্বীপপুঞ্জ,अण्डमान,جزر أندمان,جزایر آندامان,جزائر انڈمان,איי אנדמן
islands,Q157286,192474,Nicobar Islands,7.8666666666667,93.5,ニコバル諸島,Nicobar Islands,尼科巴群岛,니코바르 제도,îles Nicobar,Nikobaren,Islas Nicobar,Ilhas Nicobar,Nicobare,Nicobar Islands,Nikobary,Никобарские острова,Нікобарські острови,,Nicobar Islands,Nicobar Adaları,,Kepulauan Nikobar,Quần đảo Nicobar,หมู่เกาะนิโคบาร์,নিকোবর দ্বীপপুঞ্জ,निकोबार द्वीपसमूह,جزر نيكوبار,جزایر نیکوبار,,
islands,Q757549,1138975,Atolls of the Maldives,4.175,73.508888888889,モルディブ諸島,atoll of the Maldives,马尔代夫环礁,,atoll des Maldives,Atolle der Malediven,,,,atol van de Malediven,,,,Maldív-szigeteki atoll,atoll i Maldiverna,mercan adası (Maldivler),,,,,মালদ্বীপের প্রবাল দ্বীপপুঞ্জ,,آتولات جزر المالديف,,,אטולים של האיים המלדיביים
islands,Q140510,208240,Alexander Archipelago,56.6666667,-134.0833333,アレキサンダー諸島,Alexander Archipelago,亚历山大群岛,알렉산더 제도,archipel Alexandre,Alexanderarchipel,Archipiélago Alexander,Arquipélago de Alexandre,Arcipelago Alessandro,Alexanderarchipel,Archipelag Aleksandra,Архипелаг Александра,Архіпелаг Олександра,Alexander-szigetek,Alexanderarkipelagen,Alexander Takımadaları,Αλεξάνδρου Αρχιπέλαγος,Kepulauan Alexander,Quần đảo Alexander,กลุ่มเกาะอะเล็กซานเดอร์,,,أرخبيل ألكسندر,مجمع‌الجزایر الکساندر,,ארכיפלג אלכסנדר
islands,Q1464773,4325346,West Estonian archipelago,58.5,23,西エストニア諸島,West Estonian archipelago,西愛沙尼亞群島,서에스토니아 제도,archipel de Moonsund,Moonsund-Inseln,Archipiélago Moonsund,Arquipélago Moonsund,arcipelago dell'Estonia occidentale,Moonsund-archipel,Archipelag Zachodnioestoński,Моонзундский архипелаг,Моонзундський архіпелаг,Nyugat-észt szigetvilág,Estlands västra skärgård,Batı Estonya Takımadaları,,Kepulauan Moonsund,Quần đảo Tây Estonia,,পশ্চিম এস্তোনীয় দ্বীপপুঞ্জ,,أرخبيل غرب إستونيا,مجمع‌الجزایر استونی غربی,,
islands,Q1140416,3972259,Mergui Archipelago,12,98,メルギー諸島,Mergui Archipelago,丹老群岛,메르귀 제도,îles Mergui,Mergui-Archipel,Archipiélago de Mergui,Arquipélago de Mergui,Arcipelago di Mergui,Mergui Archipelago,Archipelag Mergui,Мьей,,,Merguiarkipelagen,Mergui Takımadaları,,Kepulauan Mergui,Quần đảo Mergui,กลุ่มเกาะมะริด,,,أرخبيل الميرغي,,,
islands,Q9648,95266,Falkland Islands,-51.73,-59.22,フォークランド諸島,Falkland Islands,福克蘭群島,포클랜드 제도,îles Malouines,Falklandinseln,Islas Malvinas,Ilhas Malvinas,Isole Falkland,Falklandeilanden,Falklandy,Фолклендские острова,Фолклендські острови,Falkland-szigetek,Falklandsöarna,Falkland Adaları,Νήσοι Φόκλαντ,Kepulauan Falkland,Quần đảo Falkland,หมู่เกาะฟอล์กแลนด์,ফকল্যান্ড দ্বীপপুঞ্জ,फ़ॉकलैंड द्वीपसमूह,جزر فوكلاند,جزایر فالکلند,جزائر فاکلینڈ,איי פוקלנד
islands,Q4628,28528,Faroe Islands,61.969944444444,-6.8444805555556,フェロー諸島,Faroe Islands,法罗群岛,페로 제도,îles Féroé,Färöer,Islas Feroe,Ilhas Feroe,Fær Øer,Faeröer,Wyspy Owcze,Фарерские острова,Фарерські острови,Feröer,Färöarna,Faroe Adaları,Νήσοι Φερόες,Kepulauan Faroe,Quần đảo Faroe,หมู่เกาะแฟโร,ফ্যারো দ্বীপপুঞ্জ,फ़रो द्वीपसमूह,جزر فارو,جزایر فارو,جزائرفارو,איי פארו
islands,Q18221,231467,Turks and Caicos Islands,21.78,-71.8,タークス・カイコス諸島,Turks and Caicos Islands,特克斯和凯科斯群岛,터크스 케이커스 제도,Îles Turques et Caïques,Turks- und Caicosinseln,Islas Turcas y Caicos,Ilhas Turcas e Caicos,Turks e Caicos,Turks- en Caicoseilanden,Turks i Caicos,Тёркс и Кайкос,Острови Теркс і Кайкос,Turks- és Caicos-szigetek,Turks- och Caicosöarna,Turks ve Caicos Adaları,Τερκ και Κάικος,Kepulauan Turks dan Caicos,Quần đảo Turks và Caicos,หมู่เกาะเติกส์และเคคอส,টার্কস ও কেইকোস দ্বীপপুঞ্জ,तुर्क और केकोस द्वीपसमूह,جزر توركس وكيكوس,جزایر تورکس و کایکوس,جزائر کیکس و ترکیہ,איי טרקס וקייקוס
islands,Q16644,60630,Northern Mariana Islands,16.705,145.78,北マリアナ諸島,Northern Mariana Islands,北马里亚纳群岛,북마리아나 제도,îles Mariannes du Nord,Nördliche Marianen,Islas Marianas del Norte,Marianas Setentrionais,Isole Marianne Settentrionali,Noordelijke Marianen,Mariany Północne,Северные Марианские Острова,Північні Маріанські острови,Északi-Mariana-szigetek,Nordmarianerna,Kuzey Mariana Adaları,Βόρειες Μαριάνες Νήσοι,Kepulauan Mariana Utara,Quần đảo Bắc Mariana,หมู่เกาะนอร์เทิร์นมาเรียนา,উত্তর মারিয়ানা দ্বীপপুঞ্জ,उत्तरी मारियाना द्वीप,جزر ماريانا الشمالية,جزایر ماریانای شمالی,جزائر شمالی ماریانا,איי מריאנה הצפוניים
islands,Q35672,209991,Pitcairn Islands,-25.0677812,-130.1045778,ピトケアン諸島,Pitcairn Islands,皮特凯恩群岛,핏케언 제도,îles Pitcairn,Pitcairninseln,Islas Pitcairn,Ilhas Pitcairn,Isole Pitcairn,Pitcairneilanden,Pitcairn,Острова Питкэрн,Піткерн,Pitcairn-szigetek,Pitcairnöarna,Pitcairn Adaları,Νήσοι Πίτκερν,Kepulauan Pitcairn,Quần đảo Pitcairn,หมู่เกาะพิตแคร์น,পিটকেয়ার্ন দ্বীপপুঞ্জ,पिटकेर्न द्वीपसमूह,جزر بيتكيرن,جزایر پیت‌کرن,جزائر پٹکیرن,פיטקרן
islands,Q13383295,27016,Ogasawara Islands,27,142.16667,小笠原諸島,Ogasawara Archipelago,小笠原群岛,오가사와라 제도,archipel d'Ogasawara,Ogasawara-Inseln,Islas Ogasawara,Ilhas Ogasawara,Isole Ogasawara,Ogasawara-eilanden,Ogasawara,Огасавара,Острови Оґасавара,,Ogasawaraöarna,,Νήσοι Ογκασαβάρα,Kepulauan Ogasawara,,,,,,,,
islands,Q864302,26877,Izu Islands,34.333333333333,139.66666666667,伊豆諸島,Izu Islands,伊豆群島,이즈 제도,archipel d'Izu,Izu-Inseln,Islas Izu,Ilhas Izu,Isole Izu,Izu-eilanden,Wyspy Izu,Идзу,Острови Ідзу,,Izuöarna,Izu Adaları,Νήσοι Ίζου,Kepulauan Izu,Quần đảo Izu,หมู่เกาะอิซุ,,,جزر إيزو,جزایر ایزو,,איי איזו
islands,Q119285,104824,Aleutian Islands,52,-174,アリューシャン列島,Aleutian Islands,阿留申群島,알류샨 열도,îles Aléoutiennes,Aleuten,Islas Aleutianas,Ilhas Aleutas,Isole Aleutine,Aleoeten,Aleuty,Алеутские острова,Алеутські острови,Aleut-szigetek,Aleuterna,Aleut Adaları,Αλεούτιες νήσοι,Kepulauan Aleut,quần đảo Aleut,หมู่เกาะอะลูเชียน,অ্যালিউশিয়ান দ্বীপপুঞ্জ,अल्यूत द्वीपसमूह,الجزر الأليوطية,جزایر الوشن,,האיים האלאוטיים
islands,Q80389,481680,Kuril Islands,47,152.1,千島列島,Kuril Islands,千島群島,쿠릴 열도,îles Kouriles,Kurilen,Islas Kuriles,Ilhas Curilas,Isole Curili,Koerilen,Wyspy Kurylskie,Курильские острова,Курильські острови,Kuril-szigetek,Kurilerna,Kuril Adaları,Κουρίλες,Kepulauan Kuril,Quần đảo Kuril,หมู่เกาะคูริล,কুরিল দ্বীপপুঞ্জ,कुरील द्वीप समूह,جزر الكوريل,جزایر کوریل,,האיים הקוריליים
islands,Q6897416,1070992,Ryukyu Islands,26.332808333333,127.74902222222,南西諸島,Ryukyu Islands,琉球群島,난세이 제도,archipel Nansei,Nansei-Inseln,Islas Nansei,Ilhas Léquias,isole Nansei,Nansei-eilanden,Wyspy Nansei,Рюкю,Рюкю (острови),Nansei-szigetek,Nanseiöarna,Nansei Adaları,Νήσοι Ριούκιου,Kepulauan Nansei,quần đảo Nansei,หมู่เกาะรีวกีว,,रयुक्यु द्वीपसमूह,جزر ريوكيو,جزایر ریوکیو,جزائر ریوکیو,איי ריוקיו
